Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR22134165_1 - nextera_transposase_sequence	(1, 8.631067397631764e-06)	(2, 1.2946601096447647e-05)	(3, 3.883980328934294e-05)	(4, 0.00014672814575974)	(5, 0.0003581892970017182)	(6, 0.0004962863753638265)	(7, 0.00051354851015909)	(8, 0.0005351261786531694)	(9, 0.0006128057852318552)	(10, 0.0006645921896176459)	(11, 0.0007163785940034364)	(12, 0.0007552183972927794)	(13, 0.0008026892679797541)	(14, 0.0008372135375702812)	(15, 0.0008846844082572559)	(16, 0.0009235242115465988)	(17, 0.0009494174137394941)	(18, 0.0009839416833300212)	(19, 0.0010184659529205483)	(20, 0.0010831989584027864)	(21, 0.0012342426378613423)	(22, 0.0014413882554045047)	(23, 0.0017823154176109593)	(24, 0.002537533814903739)	(25, 0.0028137279716279554)	(26, 0.0037804075201627128)	(27, 0.005437572460508012)	(28, 0.014297363144177018)	(29, 0.04030708474694034)	(30, 0.07575919408271281)	(31, 0.16702841627896992)	(32, 0.2880705054633578)	(33, 0.4261028508199838)	(34, 0.5800724621263368)	(35, 0.7453660338583827)	(36, 0.9465173750938898)	(37, 1.2417861907668726)	(38, 1.6380384949921467)	(39, 2.087048198685445)	(40, 2.56158428420724)	(41, 3.025698355846394)	(42, 3.4844266414294256)	(43, 3.9454248977380346)	(44, 4.425894842095701)	(45, 4.9087987474595)	(46, 5.398797390224151)	(47, 5.893577644327091)	(48, 6.387443005285881)	(49, 6.893119981978331)	(50, 7.39490003174075)	(51, 7.890659911993321)	(52, 8.36602026445159)	(53, 8.837565685120104)	(54, 9.308304100986941)	(55, 9.785170574706097)	(56, 10.266732349089562)	(57, 10.753567705652982)	(58, 11.245469498778812)	(59, 11.74255424787692)	(60, 12.233342633308455)	(61, 12.718287786111793)	(62, 13.189703740769342)	(63, 13.661016122618122)	(64, 14.126688101922548)	(65, 14.126688101922548)
SRR22134165_1 - polya	(1, 0.002740363898748085)	(2, 0.0033833784198716516)	(3, 0.003987553137705875)	(4, 0.004893815214457211)	(5, 0.006883276249611332)	(6, 0.009248188716562435)	(7, 0.01014581972591614)	(8, 0.01093124685910063)	(9, 0.01144479536925972)	(10, 0.014090217526633855)	(11, 0.01648533872947667)	(12, 0.01933790650439397)	(13, 0.02210416360533495)	(14, 0.02514229932930133)	(15, 0.028672405894932723)	(16, 0.0324959687520836)	(17, 0.03482204141574535)	(18, 0.038602448935908064)	(19, 0.04063506530805035)	(20, 0.04227496811360038)	(21, 0.04405728353121134)	(22, 0.04563245333127914)	(23, 0.04701773964859904)	(24, 0.048584278381269205)	(25, 0.04970200160926252)	(26, 0.051044132589594254)	(27, 0.051946079132646775)	(28, 0.05329252564667733)	(29, 0.054431826543164724)	(30, 0.05564017597883317)	(31, 0.05718082150931044)	(32, 0.05844095734936468)	(33, 0.05955004950996036)	(34, 0.06087923388919565)	(35, 0.062769437649277)	(36, 0.06539328213815707)	(37, 0.06699434514041776)	(38, 0.06854362173829266)	(39, 0.06989438378602203)	(40, 0.07194426229295957)	(41, 0.07386035925523382)	(42, 0.07546573779119334)	(43, 0.0774681454274439)	(44, 0.07905194629490933)	(45, 0.08051491221880791)	(46, 0.08168873738488583)	(47, 0.08275467420849336)	(48, 0.08410975178992154)	(49, 0.08516274201243262)	(50, 0.08652645066125844)	(51, 0.08779953310240912)	(52, 0.08892157186410125)	(53, 0.0901299212997697)	(54, 0.09122175132557012)	(55, 0.09257682890699831)	(56, 0.09386285794924544)	(57, 0.09523951319916771)	(58, 0.09651691117401721)	(59, 0.09742748878446736)	(60, 0.0985797362820512)	(61, 0.1026536000937334)	(62, 0.10437981357325975)	(63, 0.1064857940182819)	(64, 0.1075474153081906)	(65, 0.1075474153081906)
SRR22134165_1_paired - nextera_transposase_sequence	(1, 9.197377092000904e-06)	(2, 1.3796065638001354e-05)	(3, 4.138819691400406e-05)	(4, 0.00015635541056401535)	(5, 0.00037709246077203705)	(6, 0.0005242504942440515)	(7, 0.0005426452484280533)	(8, 0.0005656386911580555)	(9, 0.0006484150849860637)	(10, 0.0007035993475380691)	(11, 0.0007587836100900746)	(12, 0.0008001718070040786)	(13, 0.0008461586924640831)	(14, 0.0008829482008320867)	(15, 0.0009289350862920912)	(16, 0.0009703232832060953)	(17, 0.000997915414482098)	(18, 0.0010347049228501017)	(19, 0.0010714944312181052)	(20, 0.001140474759408112)	(21, 0.0013014288585181278)	(22, 0.0015175672201801491)	(23, 0.0018808636153141848)	(24, 0.0026810354223182633)	(25, 0.0029753514892622923)	(26, 0.004000859035020393)	(27, 0.005752959371046565)	(28, 0.015138882693433487)	(29, 0.0427218165923442)	(30, 0.08029310201316789)	(31, 0.17702651557828739)	(32, 0.30517816928968194)	(33, 0.45124171488774834)	(34, 0.6140214933505262)	(35, 0.7888820266236475)	(36, 1.0015345823678004)	(37, 1.313647573984851)	(38, 1.7322386001959962)	(39, 2.2063403958459125)	(40, 2.707293933915926)	(41, 3.197247408983906)	(42, 3.6809236741865954)	(43, 4.1670188495644815)	(44, 4.672998754215273)	(45, 5.181498740189273)	(46, 5.696951943244826)	(47, 6.217201578453857)	(48, 6.736471693002589)	(49, 7.267781174164751)	(50, 7.795158776620084)	(51, 8.315707326584604)	(52, 8.814724816776751)	(53, 9.309414941047113)	(54, 9.803061163017531)	(55, 10.302952404033418)	(56, 10.807865412941537)	(57, 11.317699018593878)	(58, 11.832706148860469)	(59, 12.353199514562437)	(60, 12.867171939906177)	(61, 13.374536049809315)	(62, 13.867441882923828)	(63, 14.35988784718374)	(64, 14.846544062564238)	(65, 14.846544062564238)
SRR22134165_2 - nextera_transposase_sequence	(1, 1.2946601096447647e-05)	(2, 1.2946601096447647e-05)	(3, 4.7470870686974706e-05)	(4, 0.00016830581425381942)	(5, 0.0004013446339898771)	(6, 0.000548072779749617)	(7, 0.0005653349145448806)	(8, 0.0005825970493401441)	(9, 0.0006904853918105412)	(10, 0.0007940582005821224)	(11, 0.0008889999419560718)	(12, 0.0009321552789442306)	(13, 0.000988257217028837)	(14, 0.0010443591551134435)	(15, 0.0011608785649814724)	(16, 0.0012212960367648947)	(17, 0.001316237778138844)	(18, 0.0014198105869104253)	(19, 0.0015147523282843746)	(20, 0.0016787426088393782)	(21, 0.0019204124959730676)	(22, 0.002248393057083075)	(23, 0.0027748881683386122)	(24, 0.0037588298516686336)	(25, 0.00425511622703246)	(26, 0.005420310325712748)	(27, 0.007353669422782263)	(28, 0.016847843560177204)	(29, 0.044393895159718984)	(30, 0.08191746067092308)	(31, 0.1779208233347812)	(32, 0.30496150436052316)	(33, 0.44993754343854386)	(34, 0.6109112659380751)	(35, 0.7838174391148323)	(36, 0.9935351147424889)	(37, 1.3004386092674791)	(38, 1.7122268348084906)	(39, 2.1752404453544467)	(40, 2.664078209554117)	(41, 3.140288722151052)	(42, 3.6092879779372655)	(43, 4.080371636500007)	(44, 4.571941133531028)	(45, 5.067467974963863)	(46, 5.56816051023418)	(47, 6.0751925645080584)	(48, 6.580144531539107)	(49, 7.09437489602261)	(50, 7.605636173321328)	(51, 8.109621460803842)	(52, 8.593569725322753)	(53, 9.073379393024501)	(54, 9.552282798649497)	(55, 10.037197742716943)	(56, 10.524667482734088)	(57, 11.017091455437475)	(58, 11.514668175377247)	(59, 12.016819361037765)	(60, 12.512441144211973)	(61, 13.002085913213323)	(62, 13.47770519769352)	(63, 13.951253025998286)	(64, 14.419462539117616)	(65, 14.419462539117616)
SRR22134165_2 - polya	(1, 0.006248892795885397)	(2, 0.007513344169638451)	(3, 0.008549072257354262)	(4, 0.009994776046457583)	(5, 0.013511936010992527)	(6, 0.017818838642410777)	(7, 0.019816930744962533)	(8, 0.022026483998756265)	(9, 0.02376132854568025)	(10, 0.031365298922993834)	(11, 0.0404581284263989)	(12, 0.05170009371181427)	(13, 0.06445681132551402)	(14, 0.07955254820397198)	(15, 0.10179480888766904)	(16, 0.12926318088063213)	(17, 0.14804006800418001)	(18, 0.1819126920061859)	(19, 0.19980057918777772)	(20, 0.2175892090942968)	(21, 0.23686238259320852)	(22, 0.25515161440879025)	(23, 0.2725777394846088)	(24, 0.2914193596136389)	(25, 0.310895363196395)	(26, 0.33616281300296197)	(27, 0.3520612391493997)	(28, 0.36958230596659214)	(29, 0.3851915913552092)	(30, 0.40310968727269275)	(31, 0.4232761762472594)	(32, 0.43947668975261417)	(33, 0.4557074119938607)	(34, 0.47280555650856926)	(35, 0.4953887443544728)	(36, 0.5222529416296017)	(37, 0.5439471295335491)	(38, 0.5655291135613273)	(39, 0.5833867920070274)	(40, 0.603881261542704)	(41, 0.6255366096433621)	(42, 0.6430922007301452)	(43, 0.6651618400658895)	(44, 0.683317290336808)	(45, 0.7032205317557468)	(46, 0.721311249021183)	(47, 0.7373822965155734)	(48, 0.7554816448484072)	(49, 0.7715267991406046)	(50, 0.7913394143518684)	(51, 0.8097451655773181)	(52, 0.8265110139972178)	(53, 0.8429747750582004)	(54, 0.8599261914271491)	(55, 0.8798941658515702)	(56, 0.8994910043778932)	(57, 0.922065561156399)	(58, 0.9389997153905526)	(59, 0.9542335493473726)	(60, 0.9714913686089374)	(61, 0.9889520179543464)	(62, 1.0053122062065574)	(63, 1.0205762488992691)	(64, 1.0369191750166848)	(65, 1.0369191750166848)
SRR22134165_2_paired - nextera_transposase_sequence	(1, 9.197377092000904e-06)	(2, 9.197377092000904e-06)	(3, 4.5986885460004516e-05)	(4, 0.0001701514762020167)	(5, 0.00041388196914004063)	(6, 0.000570237379704056)	(7, 0.0005886321338880578)	(8, 0.0006070268880720596)	(9, 0.0006806059048080668)	(10, 0.0007633822986360749)	(11, 0.0008507573810100836)	(12, 0.0008921455779240876)	(13, 0.000947329840476093)	(14, 0.0009933167259360976)	(15, 0.0010852904968561066)	(16, 0.0011174813166781098)	(17, 0.0011772642677761156)	(18, 0.0012462445959661225)	(19, 0.00132442230124813)	(20, 0.0014439882034441417)	(21, 0.001669323942198164)	(22, 0.001945245254958191)	(23, 0.002405114109558236)	(24, 0.00336164132712633)	(25, 0.0038031154275423736)	(26, 0.004975781006772488)	(27, 0.006939421015914681)	(28, 0.016835798766907654)	(29, 0.04569256939306049)	(30, 0.08531486990540038)	(31, 0.18672055103325633)	(32, 0.3207493287064395)	(33, 0.47360513728694853)	(34, 0.6433013433229112)	(35, 0.8257589100740251)	(36, 1.047167368809763)	(37, 1.3710667991702126)	(38, 1.8054451231597772)	(39, 2.293715478219921)	(40, 2.809440003899688)	(41, 3.311442042958189)	(42, 3.805575725914484)	(43, 4.302123720357429)	(44, 4.81970611620978)	(45, 5.341519305524451)	(46, 5.868138124369692)	(47, 6.401696364230848)	(48, 6.932729924080251)	(49, 7.47335634823661)	(50, 8.010814275984774)	(51, 8.540362459433819)	(52, 9.048351990979212)	(53, 9.551609472010773)	(54, 10.053864438939303)	(55, 10.562033319337992)	(56, 11.072616511223329)	(57, 11.588115701164343)	(58, 12.108848198670703)	(59, 12.634266759805438)	(60, 13.15266312353043)	(61, 13.664304013781349)	(62, 14.161275087570527)	(63, 14.655063868885872)	(64, 15.143320427880377)	(65, 15.143320427880377)
SRR22134165_2_paired - polya	(1, 0.002524680011754248)	(2, 0.0028052000130602754)	(3, 0.0030535291945442996)	(4, 0.0035271941147823464)	(5, 0.0050953469089685)	(6, 0.007422283313244729)	(7, 0.008604146269566845)	(8, 0.010084923981378991)	(9, 0.011349563331529115)	(10, 0.01700135155456367)	(11, 0.024271878145790383)	(12, 0.03348305130342929)	(13, 0.04431296282926035)	(14, 0.05689497469111759)	(15, 0.0764072101917975)	(16, 0.10039396964773586)	(17, 0.11675610349440546)	(18, 0.1465694013381264)	(19, 0.16225092927998794)	(20, 0.17760595033508345)	(21, 0.1945245254958191)	(22, 0.21027963245441664)	(23, 0.22537712695093612)	(24, 0.24168867522359974)	(25, 0.2583497238257594)	(26, 0.2802854681901815)	(27, 0.29362626366212885)	(28, 0.3082592906155023)	(29, 0.32109423034738954)	(30, 0.335993981236431)	(31, 0.35260444426458465)	(32, 0.36594064104798596)	(33, 0.37918026537192123)	(34, 0.39342240379888466)	(35, 0.4122862242145785)	(36, 0.4346128571054107)	(37, 0.45253854505772045)	(38, 0.47026648940255217)	(39, 0.48509725996340364)	(40, 0.5021583944690653)	(41, 0.5203462076684972)	(42, 0.5349516424905946)	(43, 0.5531624491327564)	(44, 0.5682553449407298)	(45, 0.5850037686252635)	(46, 0.600220829023979)	(47, 0.6133684795769943)	(48, 0.6283923950567777)	(49, 0.641586032495253)	(50, 0.6581551073264926)	(51, 0.6735377205128641)	(52, 0.6876281022178096)	(53, 0.7012816085108848)	(54, 0.7153030098876403)	(55, 0.732368743081848)	(56, 0.7489792061100016)	(57, 0.7682890993146575)	(58, 0.7825588298728968)	(59, 0.795159236488938)	(60, 0.8097830660652195)	(61, 0.8242045533454769)	(62, 0.8379316386552883)	(63, 0.8504676636316855)	(64, 0.8637992617265409)	(65, 0.8637992617265409)
SRR22134166_1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 3.57293883411303e-05)	(4, 0.00016565443685433138)	(5, 0.00032156449507017267)	(6, 0.0003832788931139432)	(7, 0.00041251202902941345)	(8, 0.00043524891251922365)	(9, 0.0004709783008603539)	(10, 0.0005132039416271443)	(11, 0.0005554295823939346)	(12, 0.000591158970735065)	(13, 0.0006138958542248751)	(14, 0.0006268883590761952)	(15, 0.0006658658736301556)	(16, 0.0006950990095456258)	(17, 0.0007308283978867561)	(18, 0.0007698059124407164)	(19, 0.0008185278056331668)	(20, 0.0008834903298897673)	(21, 0.0010166635046157985)	(22, 0.0011725735628316397)	(23, 0.001448664290922192)	(24, 0.0019261388442082061)	(25, 0.0021470114266806477)	(26, 0.002874591698354574)	(27, 0.004430444154300157)	(28, 0.012242187696156372)	(29, 0.030581108293794707)	(30, 0.05719950260793678)	(31, 0.13701570803580904)	(32, 0.23795123009950211)	(33, 0.3456006290451149)	(34, 0.4625818946001883)	(35, 0.5915227608709019)	(36, 0.7571154833271895)	(37, 0.997259198620352)	(38, 1.306659461023476)	(39, 1.6534359117576354)	(40, 2.0144391553039904)	(41, 2.3677898134929176)	(42, 2.72721771582605)	(43, 3.092917749876157)	(44, 3.4626259716728964)	(45, 3.836267674313373)	(46, 4.222453640387799)	(47, 4.6095425855493914)	(48, 4.998583654564896)	(49, 5.388615402075312)	(50, 5.774278419829472)	(51, 6.16187732080648)	(52, 6.540300265232242)	(53, 6.9123341453973675)	(54, 7.284130912348957)	(55, 7.664853530133403)	(56, 8.049447914363542)	(57, 8.434984255195403)	(58, 8.824496302511767)	(59, 9.213329491449649)	(60, 9.601678709581819)	(61, 9.992262638548418)	(62, 10.372433074876682)	(63, 10.757608873698919)	(64, 11.13722388044479)	(65, 11.13722388044479)
SRR22134166_1_paired - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 3.848915779669446e-05)	(4, 0.00017844973160285614)	(5, 0.00034640242017025015)	(6, 0.0004128836927281769)	(7, 0.00044437482183456333)	(8, 0.0004688679222506416)	(9, 0.0005073570800473361)	(10, 0.0005493452521891846)	(11, 0.0005948324386761871)	(12, 0.0006333215964728816)	(13, 0.0006543156825438058)	(14, 0.000664812725579268)	(15, 0.0007068008977211165)	(16, 0.0007382920268275029)	(17, 0.0007732821702790433)	(18, 0.0008152703424208918)	(19, 0.0008677555575982024)	(20, 0.0009377358445012832)	(21, 0.001081195432652599)	(22, 0.001245649106874839)	(23, 0.0015395663118677784)	(24, 0.0020539214206054227)	(25, 0.0022848563673855894)	(26, 0.003065136566354941)	(27, 0.0047271683803031105)	(28, 0.013075816607840655)	(29, 0.032677294969393596)	(30, 0.061152273710257186)	(31, 0.14670667346361865)	(32, 0.25481921870018825)	(33, 0.3700837492582527)	(34, 0.4951140288536421)	(35, 0.6330031861674725)	(36, 0.809846870185903)	(37, 1.066338617743075)	(38, 1.3967435443272807)	(39, 1.7668692817576752)	(40, 2.152040780872232)	(41, 2.5289511071178805)	(42, 2.9120127005823093)	(43, 3.301676934116044)	(44, 3.6956554523373537)	(45, 4.093444397180536)	(46, 4.504585580764826)	(47, 4.916160642127916)	(48, 5.329866603227204)	(49, 5.744513799185339)	(50, 6.154066430256929)	(51, 6.565466540902761)	(52, 6.967058914339125)	(53, 7.361695247257324)	(54, 7.755743745765536)	(55, 8.159264076106082)	(56, 8.566587835039808)	(57, 8.975059270678747)	(58, 9.387358628011283)	(59, 9.798940687403062)	(60, 10.209518529677782)	(61, 10.62241621846334)	(62, 11.02411356233006)	(63, 11.431108413915343)	(64, 11.83194150123881)	(65, 11.83194150123881)
SRR22134166_2 - nextera_transposase_sequence	(1, 0.0)	(2, 6.496252425660054e-06)	(3, 3.897751455396032e-05)	(4, 0.0001689025630671614)	(5, 0.00036379013583696305)	(6, 0.0004287526600935636)	(7, 0.0004677301746475239)	(8, 0.0005034595629886542)	(9, 0.0006171439804377051)	(10, 0.000717835893035436)	(11, 0.0008022871745690167)	(12, 0.0008445128153358071)	(13, 0.0009094753395924076)	(14, 0.0009841822424874983)	(15, 0.001068633524021079)	(16, 0.0011368441744905094)	(17, 0.0012245435822369202)	(18, 0.001325235494834651)	(19, 0.0014551605433478522)	(20, 0.0016435518636919936)	(21, 0.0018774169510157558)	(22, 0.0021924851936602685)	(23, 0.002637478484817982)	(24, 0.0032935999798096474)	(25, 0.003722352639903211)	(26, 0.004625331727069959)	(27, 0.006428041775190623)	(28, 0.014850433045058883)	(29, 0.03447885974919074)	(30, 0.06295518225707158)	(31, 0.14705566615966664)	(32, 0.25318494203767494)	(33, 0.3660768166907954)	(34, 0.4886286187008723)	(35, 0.6236369847371523)	(36, 0.7965802168130743)	(37, 1.046734657094179)	(38, 1.3686791829312526)	(39, 1.726538240303588)	(40, 2.0989229180996993)	(41, 2.462781264587132)	(42, 2.831550777908363)	(43, 3.2061506777816247)	(44, 3.5851322999159936)	(45, 3.9696454809908124)	(46, 4.364822260422352)	(47, 4.761908938067036)	(48, 5.159895346672673)	(49, 5.557102204987231)	(50, 5.950979733933639)	(51, 6.345727760705085)	(52, 6.731156913371922)	(53, 7.11049258126349)	(54, 7.488834322533931)	(55, 7.876215599054678)	(56, 8.265201449924565)	(57, 8.655951033328016)	(58, 9.050085164245237)	(59, 9.442390600104636)	(60, 9.834592095925222)	(61, 10.229496032754884)	(62, 10.613070505354194)	(63, 11.000159450515788)	(64, 11.381850009911657)	(65, 11.381850009911657)
SRR22134166_2 - polya	(1, 0.005333423241466904)	(2, 0.006187680435441201)	(3, 0.007084163270182289)	(4, 0.008146300541777708)	(5, 0.010663598356720979)	(6, 0.01331406934639028)	(7, 0.014817951782930584)	(8, 0.016545954928156158)	(9, 0.018254469316104752)	(10, 0.023516433780889395)	(11, 0.029359812837770616)	(12, 0.036249088535183105)	(13, 0.04401860643627253)	(14, 0.054042323929065994)	(15, 0.06806448478985322)	(16, 0.0833696555047083)	(17, 0.0942183970555606)	(18, 0.11225524191540573)	(19, 0.12349375861179764)	(20, 0.13557678812352533)	(21, 0.14944628705230956)	(22, 0.16408234376732164)	(23, 0.17724699930792176)	(24, 0.1907202268387407)	(25, 0.2034431372143959)	(26, 0.21837802154098837)	(27, 0.22955807196554934)	(28, 0.241202604438545)	(29, 0.2516420820865807)	(30, 0.2630170200839114)	(31, 0.2745088906249041)	(32, 0.2851530002243481)	(33, 0.2949558451346691)	(34, 0.305372585899215)	(35, 0.3176375104788612)	(36, 0.3324879435239201)	(37, 0.3444150629774319)	(38, 0.3568553863725709)	(39, 0.36770737604963605)	(40, 0.3796020142410196)	(41, 0.3913407423741873)	(42, 0.40218298767261396)	(43, 0.4141393402620413)	(44, 0.42469575045373886)	(45, 0.4360479515675798)	(46, 0.4464516998272744)	(47, 0.455822543951289)	(48, 0.46574556953148477)	(49, 0.475486700043762)	(50, 0.48619902029367545)	(51, 0.4963981366019617)	(52, 0.5064348465996065)	(53, 0.5161889696167351)	(54, 0.5255565656145369)	(55, 0.5370874136700835)	(56, 0.5480660802694489)	(57, 0.5600354253637276)	(58, 0.570231293545801)	(59, 0.5797970252425855)	(60, 0.5893107869199646)	(61, 0.5986394054032125)	(62, 0.6079452870029705)	(63, 0.6170952585445127)	(64, 0.6265473058238481)	(65, 0.6265473058238481)
SRR22134166_2_paired - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 2.4493100416078292e-05)	(4, 0.00015395663118677785)	(5, 0.00035689946320571227)	(6, 0.00042338073576363904)	(7, 0.0004583708792151795)	(8, 0.0004863629939764118)	(9, 0.0005458462378440305)	(10, 0.0006158265247471114)	(11, 0.0006788087829598841)	(12, 0.0007172979407565785)	(13, 0.0007662841415887352)	(14, 0.0008012742850402756)	(15, 0.0008572585145627402)	(16, 0.0009062447153948968)	(17, 0.0009727259879528236)	(18, 0.0010462052892010584)	(19, 0.0011371796621750636)	(20, 0.0012946353077069954)	(21, 0.0014940791253807758)	(22, 0.0017355111151964048)	(23, 0.0021274007218536574)	(24, 0.002764221332671693)	(25, 0.0031386158676031755)	(26, 0.004027365511272302)	(27, 0.00587834409985879)	(28, 0.014737848421788824)	(29, 0.03536803700081705)	(30, 0.06560651897163829)	(31, 0.155391227068291)	(32, 0.26871380466479494)	(33, 0.38916737349672287)	(34, 0.5197680839295975)	(35, 0.6638050094478636)	(36, 0.8481715743083752)	(37, 1.1150728895423803)	(38, 1.4582947056728854)	(39, 1.8396732732372953)	(40, 2.2363670265904445)	(41, 2.6238618712301838)	(42, 3.0164512807564674)	(43, 3.415384403290515)	(44, 3.818981711946653)	(45, 4.2282194317271795)	(46, 4.648853441229873)	(47, 5.070971032814911)	(48, 5.494131330674805)	(49, 5.916689798067334)	(50, 6.334933980772286)	(51, 6.754010928891386)	(52, 7.163161173313283)	(53, 7.5655303279342725)	(54, 7.966587352175829)	(55, 8.37706372303454)	(56, 8.789048169076013)	(57, 9.203111029638507)	(58, 9.620207535638249)	(59, 10.035404076848572)	(60, 10.450016282663254)	(61, 10.8671827689499)	(62, 11.272407119276535)	(63, 11.681245951421714)	(64, 12.083632601114429)	(65, 12.083632601114429)
SRR22134166_2_paired - polya	(1, 0.0029776612077260897)	(2, 0.0032225922118868724)	(3, 0.003516509416879812)	(4, 0.003929393109607989)	(5, 0.004926612197976891)	(6, 0.006266734692170889)	(7, 0.00719397349363671)	(8, 0.008369642313608467)	(9, 0.009524317047509301)	(10, 0.013292755497240205)	(11, 0.017795986959453457)	(12, 0.023345423710867768)	(13, 0.029731124890773893)	(14, 0.03802728790313413)	(15, 0.04981896624630325)	(16, 0.06269883805081528)	(17, 0.07190824380726071)	(18, 0.08710446310826472)	(19, 0.09641534028071962)	(20, 0.10635604003530226)	(21, 0.11785730018782359)	(22, 0.1296664736027185)	(23, 0.1400655442365163)	(24, 0.1509054906778035)	(25, 0.16146201695713325)	(26, 0.173404152917144)	(27, 0.18229164935383527)	(28, 0.19165151272712233)	(29, 0.19994417672513742)	(30, 0.20904161402253793)	(31, 0.21833499612326707)	(32, 0.22705453987139093)	(33, 0.23501829652096154)	(34, 0.24345442010712792)	(35, 0.25334963267522354)	(36, 0.265466719352492)	(37, 0.2750365235864883)	(38, 0.28490024502547756)	(39, 0.2936267868022917)	(40, 0.302832693544392)	(41, 0.31215406775988236)	(42, 0.32057619528866815)	(43, 0.32974361287297177)	(44, 0.3380957601148544)	(45, 0.3467698166764913)	(46, 0.35475456741213285)	(47, 0.3620605093648145)	(48, 0.3696218793646924)	(49, 0.3772497306371282)	(50, 0.3854969074486562)	(51, 0.39335219465352705)	(52, 0.40107451931328203)	(53, 0.408569408040602)	(54, 0.41591034013673517)	(55, 0.4247243572721782)	(56, 0.4333214355182217)	(57, 0.4424503639447286)	(58, 0.4502706610061479)	(59, 0.4575311157723425)	(60, 0.4649315311123433)	(61, 0.47223047503633464)	(62, 0.47944544261604227)	(63, 0.4863245048186151)	(64, 0.49306010743303663)	(65, 0.49306010743303663)
SRR22134167_1 - nextera_transposase_sequence	(1, 1.0136572405215699e-05)	(2, 1.0136572405215699e-05)	(3, 2.365200227883663e-05)	(4, 0.00011150229645737269)	(5, 0.00020948916304112445)	(6, 0.0002973394572196605)	(7, 0.00031085488709328143)	(8, 0.00033112803190371283)	(9, 0.0003818108939297913)	(10, 0.00041222061114543844)	(11, 0.00044600918582949077)	(12, 0.00047304004557673264)	(13, 0.0005271017650712163)	(14, 0.0005777846270972948)	(15, 0.0006217097741865629)	(16, 0.0006487406339338047)	(17, 0.000696044638491478)	(18, 0.0007264543557071251)	(19, 0.0007670006453279879)	(20, 0.0008616086544433344)	(21, 0.001000141810647949)	(22, 0.0011386749668525636)	(23, 0.0013616795597673089)	(24, 0.0017874156007863682)	(25, 0.0020171779086379242)	(26, 0.0025442796737091405)	(27, 0.003318038033973939)	(28, 0.0070584332514985314)	(29, 0.016235410135687144)	(30, 0.030389444070836664)	(31, 0.07702443484976569)	(32, 0.1375330143939666)	(33, 0.20185970287746544)	(34, 0.2736367720787978)	(35, 0.3533778083331613)	(36, 0.4561052119450856)	(37, 0.6106744256947514)	(38, 0.8189573366196552)	(39, 1.0529229431619072)	(40, 1.3002722041365122)	(41, 1.5437492944523248)	(42, 1.787973112268655)	(43, 2.0379004414916535)	(44, 2.2971128710378292)	(45, 2.5579910773159287)	(46, 2.830296579552175)	(47, 3.105278136903398)	(48, 3.380124539955885)	(49, 3.661759067662398)	(50, 3.9410655625731796)	(51, 4.219023893354068)	(52, 4.491248303011072)	(53, 4.761215635879182)	(54, 5.03250072315997)	(55, 5.308323616020826)	(56, 5.591887471341798)	(57, 5.878847078418517)	(58, 6.167540039376529)	(59, 6.45958144808573)	(60, 6.7497205600402195)	(61, 7.04261006197399)	(62, 7.328566148382594)	(63, 7.620046666752039)	(64, 7.909570826647278)	(65, 7.909570826647278)
